amount,type,k_symbol,operation,datetime,age,account_id
2404.51,CREDIT,,CREDIT IN CASH,1993-06-12,37,4
2692.04,CREDIT,,CREDIT IN CASH,1993-06-14,37,4
40.95,CREDIT,INTEREST CREDITED,,1993-06-30,37,4
13.48,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,37,4
306.03,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-05,37,4
176.38,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-06,37,4
293.42,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-08,37,4
624.67,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-08,37,4
1765.69,CREDIT,,CREDIT IN CASH,1993-07-10,37,4
184.59,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-11,37,4
97.71,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-07-13,37,4
2611.61,CREDIT,,CREDIT IN CASH,1993-07-18,37,4
77.56,CREDIT,INTEREST CREDITED,,1993-07-31,37,4
11.62,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,37,4
205.79,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-05,37,4
514.61,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-07,37,4
163.68,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-09,37,4
511.89,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-10,37,4
83.89,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-08-13,37,4
863.97,DEBIT,,CASH WITHDRAWAL,1993-08-18,37,4
131.6,CREDIT,INTEREST CREDITED,,1993-08-31,37,4
11.01,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,37,4
170.97,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-05,37,4
504.66,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-06,37,4
204.77,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-09,37,4
686.2,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-12,37,4
232.09,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-09-13,37,4
50.3,CREDIT,INTEREST CREDITED,,1993-09-30,37,4
10.19,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,37,4
153.07,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-05,37,4
642.81,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-07,37,4
211.87,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-09,37,4
730.07,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-12,37,4
123.97,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-10-12,37,4
2303.31,CREDIT,,CREDIT IN CASH,1993-10-17,37,4
88.84,CREDIT,INTEREST CREDITED,,1993-10-31,37,4
13.07,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,37,4
638.47,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-05,37,4
201.2,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-06,37,4
682.29,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-06,37,4
148.54,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-07,37,4
672.77,DEBIT,,CASH WITHDRAWAL,1993-11-07,37,4
474.79,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-09,37,4
298.45,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-10,37,4
712.67,DEBIT,,CASH WITHDRAWAL,1993-11-10,37,4
2878.32,CREDIT,,CREDIT IN CASH,1993-11-10,37,4
1745.24,CREDIT,,CREDIT IN CASH,1993-11-10,37,4
1272.06,CREDIT,,CREDIT IN CASH,1993-11-10,37,4
745.53,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-10,37,4
150.74,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1993-11-13,37,4
2226.74,CREDIT,,CREDIT IN CASH,1993-11-14,37,4
66.2,CREDIT,INTEREST CREDITED,,1993-11-30,37,4
14.26,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,37,4
7.19,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-05-31,36,5
93.44,CREDIT,INTEREST CREDITED,,1993-05-31,36,5
3535.06,DEBIT,,REMITTANCE TO ANOTHER BANK,1993-06-07,36,5
1908.22,DEBIT,,CASH WITHDRAWAL,1993-06-21,36,5
3192.39,DEBIT,,CASH WITHDRAWAL,1993-06-23,36,5
20.5,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,36,5
163.45,CREDIT,INTEREST CREDITED,,1993-06-30,36,5
1881.66,DEBIT,,REMITTANCE TO ANOTHER BANK,1993-07-08,36,5
1853.03,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1993-07-12,36,5
8089.28,DEBIT,,CASH WITHDRAWAL,1993-07-18,36,5
18.41,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-28,36,5
137.15,CREDIT,INTEREST CREDITED,,1993-07-31,36,5
167.11,CREDIT,INTEREST CREDITED,,1993-07-31,36,5
4112.99,DEBIT,HOUSEHOLD,CASH WITHDRAWAL,1993-08-06,36,5
6673.7,DEBIT,HOUSEHOLD,CASH WITHDRAWAL,1993-08-12,36,5
7469.38,CREDIT,,CREDIT IN CASH,1993-08-20,36,5
182.7,CREDIT,INTEREST CREDITED,,1993-08-31,36,5
11044.35,CREDIT,,CREDIT IN CASH,1993-08-31,36,5
137.62,CREDIT,INTEREST CREDITED,,1993-08-31,36,5
4878.54,DEBIT,,CASH WITHDRAWAL,1993-09-06,36,5
230.82,CREDIT,INTEREST CREDITED,,1993-09-30,36,5
158.93,CREDIT,INTEREST CREDITED,,1993-09-30,36,5
5841.77,DEBIT,,CASH WITHDRAWAL,1993-10-06,36,5
4333.98,DEBIT, ,CASH WITHDRAWAL,1993-10-08,36,5
4961.92,DEBIT,,CASH WITHDRAWAL,1993-10-14,36,5
20.52,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,36,5
92.9,CREDIT,INTEREST CREDITED,,1993-10-31,36,5
185.66,CREDIT,INTEREST CREDITED,,1993-11-30,36,5
124.37,CREDIT,INTEREST CREDITED,,1993-11-30,36,5
7638.79,DEBIT,,CASH WITHDRAWAL,1993-12-07,36,5
6949.66,DEBIT,,CASH WITHDRAWAL,1993-12-08,36,5
4757.22,DEBIT,,CASH WITHDRAWAL,1993-12-22,36,5
131.92,CREDIT,INTEREST CREDITED,,1993-12-31,36,5
214.37,CREDIT,INTEREST CREDITED,,1993-12-31,36,5
6240.62,DEBIT,,CASH WITHDRAWAL,1994-01-04,36,5
8656.03,CREDIT,,CREDIT IN CASH,1994-01-18,36,5
119.18,CREDIT,INTEREST CREDITED,,1994-01-31,36,5
132.4,CREDIT,INTEREST CREDITED,,1994-01-31,36,5
7476.39,CREDIT,,CREDIT IN CASH,1994-02-05,36,5
203.54,CREDIT,INTEREST CREDITED,,1994-02-28,36,5
146.84,CREDIT,INTEREST CREDITED,,1994-02-28,36,5
9511.97,CREDIT,,CREDIT IN CASH,1994-03-04,36,5
5513.38,DEBIT,HOUSEHOLD,CASH WITHDRAWAL,1994-03-10,36,5
3688.74,DEBIT,,CASH WITHDRAWAL,1994-03-22,36,5
10.01,DEBIT,SANCTION INTEREST,CASH WITHDRAWAL,1994-03-31,36,5
145.23,CREDIT,INTEREST CREDITED,,1994-03-31,36,5
169.27,CREDIT,INTEREST CREDITED,,1994-06-30,36,5
142.83,CREDIT,INTEREST CREDITED,,1994-06-30,36,5
5399.9,DEBIT,,CASH WITHDRAWAL,1994-08-02,36,5
19.57,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-03,36,5
2779.43,DEBIT,,CASH WITHDRAWAL,1994-08-10,36,5
24.35,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,36,5
116.84,CREDIT,INTEREST CREDITED,,1994-08-31,36,5
10593.92,CREDIT,,CREDIT IN CASH,1994-09-05,36,5
23198.5,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-09-10,36,5
4968.04,DEBIT,,CASH WITHDRAWAL,1994-09-17,36,5
20.02,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,36,5
132.53,CREDIT,INTEREST CREDITED,,1994-09-30,36,5
22.73,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-10-31,36,5
84.35,CREDIT,INTEREST CREDITED,,1994-10-31,36,5
5497.14,DEBIT,,CASH WITHDRAWAL,1994-11-05,36,5
5793.61,DEBIT,,CASH WITHDRAWAL,1994-11-07,36,5
200.49,CREDIT,INTEREST CREDITED,,1994-11-30,36,5
113.54,CREDIT,INTEREST CREDITED,,1994-11-30,36,5
8.61,DEBIT,SANCTION INTEREST,CASH WITHDRAWAL,1995-01-31,36,5
91.62,CREDIT,INTEREST CREDITED,,1995-01-31,36,5
163.16,CREDIT,INTEREST CREDITED,,1995-03-31,36,5
118.14,CREDIT,INTEREST CREDITED,,1995-03-31,36,5
5432.41,DEBIT,,CASH WITHDRAWAL,1995-04-05,36,5
5278.21,DEBIT,,CASH WITHDRAWAL,1995-04-05,36,5
13435.37,CREDIT,,CREDIT IN CASH,1995-04-07,36,5
2474.9,DEBIT,,CREDIT CARD WITHDRAWAL,1995-04-13,36,5
1876.63,DEBIT,,CREDIT CARD WITHDRAWAL,1995-04-17,36,5
133.12,CREDIT,INTEREST CREDITED,,1995-04-30,36,5
132.63,CREDIT,INTEREST CREDITED,,1995-04-30,36,5
10071.99,CREDIT,,CREDIT IN CASH,1995-05-05,36,5
209.73,CREDIT,INTEREST CREDITED,,1995-05-31,36,5
120.24,CREDIT,INTEREST CREDITED,,1995-05-31,36,5
22.53,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-07-31,36,5
156.69,CREDIT,INTEREST CREDITED,,1995-07-31,36,5
7.62,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-03-31,23,6
123.73,CREDIT,INTEREST CREDITED,,1993-03-31,23,6
896.7,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-04-06,23,6
10399.62,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-04-09,23,6
4588.93,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-04-13,23,6
14.64,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-04-30,23,6
153.73,CREDIT,INTEREST CREDITED,,1993-04-30,23,6
393.66,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-05-05,23,6
562.79,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-05-06,23,6
14041.79,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-05-08,23,6
2515.57,DEBIT,,CASH WITHDRAWAL,1993-05-12,23,6
2741.12,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-05-12,23,6
11.96,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-05-31,23,6
146.5,CREDIT,INTEREST CREDITED,,1993-05-31,23,6
294.05,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-06-05,23,6
6514.67,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-06-08,23,6
2086.97,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-13,23,6
10.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,23,6
110.33,CREDIT,INTEREST CREDITED,,1993-06-30,23,6
420.19,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-05,23,6
428.43,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-07-06,23,6
7870.23,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-07-11,23,6
3420.05,DEBIT,,CASH WITHDRAWAL,1993-07-14,23,6
2827.93,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-14,23,6
6.94,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,23,6
148.87,CREDIT,INTEREST CREDITED,,1993-07-31,23,6
394.11,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-05,23,6
7100.35,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-08-06,23,6
404.12,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-07,23,6
5437.35,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-08-09,23,6
2781.78,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-13,23,6
146.06,CREDIT,INTEREST CREDITED,,1993-08-31,23,6
117.97,CREDIT,INTEREST CREDITED,,1993-08-31,23,6
275.74,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-05,23,6
6073.75,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-09-08,23,6
2006.92,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1993-09-12,23,6
4559.78,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-12,23,6
13.86,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,23,6
113.15,CREDIT,INTEREST CREDITED,,1993-09-30,23,6
415.08,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-06,23,6
384.04,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-07,23,6
12685.72,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-10-11,23,6
3896.66,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-14,23,6
9.03,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,23,6
113.74,CREDIT,INTEREST CREDITED,,1993-10-31,23,6
369.52,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-05,23,6
4976.58,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-11-06,23,6
281.61,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-07,23,6
7.94,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,23,6
124.91,CREDIT,INTEREST CREDITED,,1993-11-30,23,6
1400.22,DEBIT,,CASH WITHDRAWAL,1993-12-04,23,6
381.02,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-06,23,6
1264.13,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-07,23,6
9034.95,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-12-11,23,6
3068.6,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-14,23,6
8.89,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,23,6
106.84,CREDIT,INTEREST CREDITED,,1993-12-31,23,6
1554.21,DEBIT,,CASH WITHDRAWAL,1994-01-04,23,6
292.74,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-05,23,6
3661.08,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-01-07,23,6
469.23,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-07,23,6
10420.1,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-01-12,23,6
4760.77,DEBIT,,CASH WITHDRAWAL,1994-01-14,23,6
9.23,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,23,6
152.94,CREDIT,INTEREST CREDITED,,1994-01-31,23,6
262.59,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-05,23,6
4630.8,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-02-06,23,6
446.68,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-06,23,6
7117.45,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-02-08,23,6
558.58,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-12,23,6
2559.62,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-14,23,6
2001.29,DEBIT,,CASH WITHDRAWAL,1994-02-16,23,6
7.25,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,23,6
175.23,CREDIT,INTEREST CREDITED,,1994-02-28,23,6
294.6,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-05,23,6
3064.01,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-03-07,23,6
346.86,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-07,23,6
561.72,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-10,23,6
15740.68,CREDIT,,COLLECTION FROM ANOTHER BANK,1994-03-14,23,6
2021.73,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-14,23,6
2347.68,CREDIT,,CREDIT IN CASH,1993-08-08,49,7
4030.96,CREDIT,,CREDIT IN CASH,1993-09-06,49,7
2978.48,CREDIT,,CREDIT IN CASH,1993-09-08,49,7
36.98,CREDIT,INTEREST CREDITED,,1993-10-31,49,7
4376.8,CREDIT,,CREDIT IN CASH,1993-10-31,49,7
4256.2,CREDIT,,CREDIT IN CASH,1993-11-05,49,7
1956.17,DEBIT,,CASH WITHDRAWAL,1993-11-24,49,7
111.14,CREDIT,INTEREST CREDITED,,1993-11-30,49,7
7318.55,CREDIT,,CREDIT IN CASH,1993-12-03,49,7
12445.66,CREDIT,,CREDIT IN CASH,1993-12-08,49,7
3148.4,DEBIT,,CASH WITHDRAWAL,1993-12-28,49,7
178.54,CREDIT,INTEREST CREDITED,,1993-12-31,49,7
9283.01,CREDIT,,CREDIT IN CASH,1994-01-01,49,7
12875.24,CREDIT,,CREDIT IN CASH,1994-01-08,49,7
11236.6,CREDIT,,CREDIT IN CASH,1994-01-25,49,7
6795.96,CREDIT,,CREDIT IN CASH,1994-01-27,49,7
166.08,CREDIT,INTEREST CREDITED,,1994-01-31,49,7
13594.84,DEBIT,,CASH WITHDRAWAL,1994-01-31,49,7
18938.5,CREDIT,,CREDIT IN CASH,1994-01-31,49,7
90.41,CREDIT,INTEREST CREDITED,,1994-03-31,49,7
10477.94,DEBIT,,CASH WITHDRAWAL,1994-03-31,49,7
5617.29,CREDIT,,CREDIT IN CASH,1994-05-02,49,7
2844.12,DEBIT,,CASH WITHDRAWAL,1994-05-05,49,7
14084.95,CREDIT,,CREDIT IN CASH,1994-05-18,49,7
8058.71,CREDIT,,CREDIT IN CASH,1994-05-25,49,7
200.32,CREDIT,INTEREST CREDITED,,1994-05-31,49,7
30.03,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,49,7
7809.38,CREDIT,,CREDIT IN CASH,1994-06-08,49,7
5253.42,DEBIT,,CASH WITHDRAWAL,1994-06-18,49,7
10075.49,CREDIT,,CREDIT IN CASH,1994-06-21,49,7
5835.0,DEBIT,,CASH WITHDRAWAL,1994-06-24,49,7
180.42,CREDIT,INTEREST CREDITED,,1994-06-30,49,7
20.27,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,49,7
8768.66,CREDIT,,CREDIT IN CASH,1994-07-08,49,7
9379.88,CREDIT,,CREDIT IN CASH,1994-07-22,49,7
190.07,CREDIT,INTEREST CREDITED,,1994-07-31,49,7
21.8,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,49,7
3507.3,DEBIT,,CASH WITHDRAWAL,1994-08-01,49,7
5985.7,CREDIT,,CREDIT IN CASH,1994-08-14,49,7
7343.44,CREDIT,,CREDIT IN CASH,1994-08-18,49,7
168.24,CREDIT,INTEREST CREDITED,,1994-08-31,49,7
17.45,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,49,7
7994.58,CREDIT,,CREDIT IN CASH,1994-09-09,49,7
3523.98,DEBIT,,CASH WITHDRAWAL,1994-09-15,49,7
7988.49,CREDIT,,CREDIT IN CASH,1994-09-21,49,7
10870.85,CREDIT,,CREDIT IN CASH,1994-09-24,49,7
151.28,CREDIT,INTEREST CREDITED,,1994-09-30,49,7
9.14,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,49,7
1520.22,DEBIT,,CREDIT CARD WITHDRAWAL,1994-10-03,49,7
3966.33,DEBIT,,CASH WITHDRAWAL,1994-10-12,49,7
2360.46,DEBIT,,CASH WITHDRAWAL,1994-10-17,49,7
135.84,CREDIT,INTEREST CREDITED,,1994-10-31,49,7
17.81,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-10-31,49,7
8195.7,CREDIT,,CREDIT IN CASH,1994-11-04,49,7
2911.45,DEBIT,,CASH WITHDRAWAL,1994-11-12,49,7
3689.77,DEBIT,,CASH WITHDRAWAL,1994-11-17,49,7
8854.98,CREDIT,,CREDIT IN CASH,1994-11-26,49,7
207.55,CREDIT,INTEREST CREDITED,,1994-11-30,49,7
15.03,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-11-30,49,7
8207.33,CREDIT,,CREDIT IN CASH,1994-12-08,49,7
2994.3,DEBIT,,CASH WITHDRAWAL,1994-12-18,49,7
10874.82,CREDIT,,CREDIT IN CASH,1994-12-18,49,7
193.55,CREDIT,INTEREST CREDITED,,1994-12-31,49,7
23.83,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-12-31,49,7
9678.84,CREDIT,,CREDIT IN CASH,1995-01-02,49,7
3784.84,DEBIT,,CASH WITHDRAWAL,1995-01-08,49,7
7709.32,CREDIT,,CREDIT IN CASH,1995-01-09,49,7
9515.92,CREDIT,,CREDIT IN CASH,1995-01-18,49,7
4455.24,DEBIT,,CASH WITHDRAWAL,1995-01-22,49,7
9841.04,CREDIT,,CREDIT IN CASH,1995-01-27,49,7
9645.37,CREDIT,,CREDIT IN CASH,1995-01-28,49,7
190.29,CREDIT,INTEREST CREDITED,,1995-01-31,49,7
16.4,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-01-31,49,7
6885.96,CREDIT,,CREDIT IN CASH,1995-02-11,49,7
3270.05,DEBIT,,CASH WITHDRAWAL,1995-02-20,49,7
6159.03,CREDIT,,CREDIT IN CASH,1995-02-22,49,7
163.09,CREDIT,INTEREST CREDITED,,1995-02-28,49,7
14.15,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1995-02-28,49,7
4518.76,CREDIT,,CREDIT IN CASH,1995-03-04,49,7
4887.96,CREDIT,,CREDIT IN CASH,1995-03-10,49,7
4734.63,CREDIT,,CREDIT IN CASH,1993-06-30,50,8
9134.28,CREDIT,,CREDIT IN CASH,1993-07-08,50,8
6729.97,DEBIT,,CASH WITHDRAWAL,1993-07-11,50,8
162.31,CREDIT,INTEREST CREDITED,,1993-07-31,50,8
8807.0,CREDIT,,CREDIT IN CASH,1993-08-08,50,8
11560.36,DEBIT,,CASH WITHDRAWAL,1993-08-12,50,8
142.11,CREDIT,INTEREST CREDITED,,1993-08-31,50,8
8953.56,CREDIT,,CREDIT IN CASH,1993-09-09,50,8
10732.33,DEBIT,,CASH WITHDRAWAL,1993-09-12,50,8
127.41,CREDIT,INTEREST CREDITED,,1993-09-30,50,8
11848.48,CREDIT,,CREDIT IN CASH,1993-10-08,50,8
11276.68,DEBIT,,CASH WITHDRAWAL,1993-10-09,50,8
3598.65,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1993-10-12,50,8
16.9,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,50,8
279.57,CREDIT,INTEREST CREDITED,,1993-10-31,50,8
3896.56,DEBIT,,CASH WITHDRAWAL,1993-11-06,50,8
11846.36,CREDIT,,CREDIT IN CASH,1993-11-11,50,8
4972.03,DEBIT,,CASH WITHDRAWAL,1993-11-14,50,8
125.96,CREDIT,INTEREST CREDITED,,1993-11-30,50,8
188.49,CREDIT,INTEREST CREDITED,,1993-11-30,50,8
6235.6,CREDIT,,CREDIT IN CASH,1993-12-06,50,8
13091.76,CREDIT,,CREDIT IN CASH,1993-12-10,50,8
4044.36,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-12,50,8
3993.14,DEBIT,,CASH WITHDRAWAL,1993-12-12,50,8
2394.3,DEBIT,,CASH WITHDRAWAL,1993-12-15,50,8
2670.27,DEBIT,,CASH WITHDRAWAL,1993-12-18,50,8
11.68,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,50,8
135.0,CREDIT,INTEREST CREDITED,,1993-12-31,50,8
9019.67,CREDIT,,CREDIT IN CASH,1994-01-05,50,8
8619.27,CREDIT,,CREDIT IN CASH,1994-01-10,50,8
4345.34,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-12,50,8
16.42,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,50,8
79.33,CREDIT,INTEREST CREDITED,,1994-01-31,50,8
8738.92,CREDIT,,CREDIT IN CASH,1994-02-05,50,8
3977.18,DEBIT,,CASH WITHDRAWAL,1994-02-06,50,8
9239.83,CREDIT,,CREDIT IN CASH,1994-02-07,50,8
4546.75,DEBIT,,CASH WITHDRAWAL,1994-02-08,50,8
6515.61,CREDIT,,CREDIT IN CASH,1994-02-09,50,8
4298.37,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-10,50,8
17.21,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,50,8
120.24,CREDIT,INTEREST CREDITED,,1994-02-28,50,8
5946.68,CREDIT,,CREDIT IN CASH,1994-03-06,50,8
8652.66,CREDIT,,CREDIT IN CASH,1994-03-09,50,8
4528.61,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-11,50,8
2134.32,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1994-03-12,50,8
17.4,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,50,8
142.89,CREDIT,INTEREST CREDITED,,1994-03-31,50,8
2081.41,DEBIT,,CASH WITHDRAWAL,1994-04-07,50,8
8309.22,CREDIT,,CREDIT IN CASH,1994-04-07,50,8
4816.77,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-04-11,50,8
3231.74,DEBIT,,CASH WITHDRAWAL,1994-04-16,50,8
10.31,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,50,8
128.39,CREDIT,INTEREST CREDITED,,1994-04-30,50,8
6164.91,CREDIT,,CREDIT IN CASH,1994-05-05,50,8
7930.76,CREDIT,,CREDIT IN CASH,1994-05-09,50,8
1982.67,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1994-05-12,50,8
16.47,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,50,8
110.79,CREDIT,INTEREST CREDITED,,1994-05-31,50,8
7733.34,CREDIT,,CREDIT IN CASH,1994-06-05,50,8
8451.69,CREDIT,,CREDIT IN CASH,1994-06-08,50,8
3750.09,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-11,50,8
3109.28,DEBIT,,CASH WITHDRAWAL,1994-06-13,50,8
14.13,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,50,8
